tenure_years,department,role_level,overtime_hours_monthly,absence_rate,leave_utilization_rate,months_since_promotion,salary_percentile_in_dept,job_satisfaction,attrited
6.78,Engineering,3,3.3,0.0446,0.774,12.9,45.4,2,0
1.87,Finance,4,16.5,0.0789,0.7332,3.4,27.7,3,0
2.07,Operations,1,4.2,0.0908,0.8327,30.3,62.2,4,0
5.88,Sales,3,2.0,0.0211,0.2836,1.8,68.4,2,0
4.5,Sales,5,4.7,0.0143,0.9659,2.6,29.3,3,0
0.29,HR,2,9.8,0.0334,0.3648,6.9,39.9,4,0
2.42,HR,1,3.7,0.0187,0.7972,13.2,93.9,3,0
11.44,Engineering,5,12.2,0.1194,0.6982,23.1,52.7,1,1
3.24,HR,1,5.0,0.0431,0.8101,4.8,98.7,2,0
3.54,Sales,1,10.4,0.1524,0.4383,33.5,50.9,4,1
1.07,Engineering,1,3.3,0.0685,0.4706,60.0,16.4,5,1
14.1,Sales,2,8.0,0.062,0.5695,49.8,79.9,4,0
8.57,Engineering,2,3.8,0.0595,0.581,6.2,85.9,5,0
2.51,Operations,2,6.5,0.0061,0.8894,33.1,3.0,5,0
1.55,Operations,4,26.9,0.0016,0.253,34.4,23.4,5,0
1.14,HR,2,5.6,0.0186,0.3217,23.2,45.0,3,0
1.84,Operations,2,2.5,0.0421,0.6088,13.6,92.0,4,0
0.58,HR,4,8.3,0.0478,0.5357,36.8,88.4,4,1
0.98,Operations,3,8.5,0.0188,0.8646,6.1,65.4,1,0
0.17,Sales,1,8.4,0.0518,0.507,12.2,76.4,1,0
6.9,Sales,1,11.7,0.0335,0.7197,32.1,14.5,5,0
0.31,Marketing,2,5.4,0.0117,0.8012,20.4,56.8,3,0
0.19,Sales,3,12.5,0.0305,0.6703,35.5,78.2,5,0
6.83,Marketing,2,7.7,0.022,0.8919,13.4,23.5,2,0
2.72,HR,1,2.4,0.0461,0.5965,20.9,12.5,3,0
4.53,HR,3,13.8,0.02,0.8453,5.7,60.0,1,0
6.08,HR,3,9.0,0.0975,0.7423,20.1,92.0,4,0
2.4,Marketing,2,12.1,0.0539,0.9016,23.9,97.4,3,1
4.72,Engineering,4,2.7,0.03,0.3964,21.4,42.6,4,0
2.57,Marketing,3,14.4,0.0126,0.9661,14.1,46.7,4,0
13.28,Marketing,3,31.6,0.0334,0.2845,60.0,62.6,2,1
5.92,Marketing,3,2.5,0.0214,0.7686,21.0,3.8,3,0
1.27,Operations,3,15.8,0.0495,0.4206,13.5,54.3,4,1
2.51,Marketing,2,9.0,0.0124,0.6642,26.9,62.8,5,0
0.78,Finance,2,7.8,0.0805,0.5765,10.4,12.5,4,1
4.45,HR,3,14.5,0.0856,0.5518,36.5,82.9,4,1
0.97,HR,2,13.4,0.0211,0.9137,4.4,53.5,4,0
2.54,Marketing,2,18.5,0.0162,0.8478,1.6,86.8,5,0
2.63,HR,1,2.8,0.0142,0.2461,4.9,55.4,3,0
2.86,Finance,3,19.0,0.0751,0.5776,1.6,30.8,2,1
1.0,Engineering,2,10.3,0.0072,0.6332,24.7,37.5,2,1
2.61,Sales,1,1.6,0.0367,0.5559,33.1,95.5,3,0
6.57,Sales,2,5.6,0.0094,0.5117,0.5,45.1,2,0
1.04,HR,1,9.1,0.0079,0.9234,16.5,50.8,5,0
1.5,Finance,5,5.5,0.0019,0.6557,24.5,75.9,4,0
4.22,Marketing,4,7.0,0.0587,0.8371,6.0,81.5,4,0
0.8,HR,2,4.9,0.0195,0.4489,15.6,92.0,5,0
10.62,Engineering,2,42.6,0.0144,0.1414,6.8,69.3,3,1
5.08,Finance,3,12.7,0.0571,0.8612,2.8,29.8,5,0
5.1,Engineering,2,8.3,0.0488,0.8323,15.9,14.9,4,1
4.39,Operations,5,3.2,0.0621,0.762,18.2,45.9,3,0
1.3,Marketing,1,18.6,0.0289,0.6487,60.0,9.4,2,1
2.13,Sales,1,11.5,0.0603,0.8453,6.1,91.4,1,1
2.51,Sales,2,3.5,0.0718,0.7841,5.3,98.0,5,0
2.7,Engineering,1,3.6,0.0614,0.6714,29.0,52.1,5,0
4.85,HR,2,7.2,0.0661,0.5254,3.4,3.9,3,0
1.31,Engineering,3,8.4,0.0167,0.3527,20.8,29.6,4,1
2.12,Operations,1,12.5,0.0473,0.4666,12.8,38.8,2,1
12.24,Engineering,2,7.6,0.0477,0.302,1.3,39.1,4,0
10.04,Finance,3,13.2,0.0265,0.3824,10.5,70.3,1,1
1.25,Finance,3,5.5,0.0191,0.4618,18.3,98.1,2,0
3.86,Sales,2,7.6,0.0457,0.5469,7.1,2.5,5,1
0.87,Marketing,1,19.0,0.0234,0.6828,19.6,96.6,3,1
1.44,Engineering,2,13.6,0.0789,0.7911,18.5,91.7,4,1
1.37,Operations,2,7.9,0.0346,0.9779,6.3,85.6,3,0
3.75,Marketing,3,10.0,0.0785,0.352,16.8,43.6,2,1
9.28,Finance,2,7.6,0.0154,0.4398,6.0,39.2,4,0
2.23,Operations,1,2.2,0.0805,0.4812,21.5,47.9,5,1
10.6,HR,3,23.5,0.0871,0.386,8.4,65.4,4,0
7.8,Sales,2,3.8,0.1305,0.695,5.6,26.3,3,1
2.64,Engineering,1,5.9,0.0283,0.5644,46.0,40.0,5,0
3.99,Operations,2,37.9,0.0885,0.5708,46.9,96.0,3,1
3.36,HR,4,3.1,0.0815,0.8497,43.9,7.4,5,1
6.28,Marketing,3,7.3,0.0514,0.651,4.1,20.2,5,0
3.15,Sales,1,19.9,0.0282,0.496,15.2,4.1,5,0
2.5,Operations,3,27.0,0.0635,0.6013,26.9,59.3,4,1
3.21,Operations,1,11.4,0.0306,0.2451,10.8,52.0,5,0
3.04,Sales,2,18.7,0.1044,0.4551,19.5,6.5,5,1
1.04,HR,2,6.7,0.0204,0.7228,33.9,46.2,5,0
0.09,Marketing,1,0.4,0.0771,0.3884,13.3,19.5,3,1
1.77,Sales,1,17.5,0.0199,0.056,30.7,64.6,2,0
1.57,Engineering,4,7.8,0.0517,0.3646,11.2,80.8,5,0
20.0,Sales,1,6.1,0.057,0.5489,12.5,10.7,2,0
2.93,Finance,3,5.7,0.055,0.2545,11.7,75.5,4,1
3.1,Engineering,3,13.0,0.0598,0.8008,30.6,44.1,4,0
3.81,HR,2,12.9,0.0683,0.8165,5.0,51.3,3,0
4.14,Operations,1,8.0,0.1382,0.5577,3.8,44.9,3,0
0.61,Engineering,1,11.0,0.0156,0.7996,43.9,71.7,2,1
2.28,Engineering,1,3.1,0.0878,0.6331,1.2,71.2,1,1
0.29,HR,2,6.8,0.0078,0.6177,41.3,58.7,5,0
0.0,Engineering,5,3.2,0.0159,0.5805,24.2,22.6,3,0
2.54,Engineering,4,3.1,0.0229,0.7073,13.5,38.0,3,1
13.95,Sales,1,10.3,0.0297,0.8212,56.8,81.4,2,0
2.25,Engineering,1,8.3,0.0658,0.4268,13.2,31.3,2,1
0.26,Marketing,1,5.5,0.0229,0.7573,5.4,91.8,4,0
1.21,Engineering,5,6.5,0.034,0.4919,43.2,28.8,2,0
0.71,Finance,1,10.9,0.0939,0.6634,22.9,55.0,3,1
4.53,Marketing,1,13.2,0.0598,0.6637,9.0,61.1,5,0
1.34,Finance,2,11.7,0.0313,0.8832,18.4,16.9,4,1
3.64,Finance,2,1.5,0.0357,0.6371,11.1,49.3,2,0
1.94,HR,1,0.7,0.0151,0.423,13.1,26.1,4,0
3.61,Operations,3,4.1,0.0502,0.4138,11.1,23.9,1,1
3.35,Engineering,1,0.7,0.0058,0.6444,0.6,48.8,3,0
7.7,Engineering,1,21.7,0.0024,0.8708,17.1,29.8,3,0
1.29,Operations,1,6.3,0.0413,0.8669,7.3,59.3,4,0
1.49,Engineering,2,2.4,0.0404,0.3171,5.5,70.9,1,0
2.27,Sales,5,6.3,0.0014,0.7182,7.1,72.8,4,0
2.6,Sales,2,1.2,0.0251,0.8448,10.0,20.9,4,0
0.81,Engineering,3,2.4,0.0695,0.8214,8.0,33.7,3,0
2.81,Engineering,1,5.9,0.0873,0.6252,38.7,97.0,3,1
4.67,Finance,3,5.1,0.0341,0.7453,4.6,91.6,3,0
1.05,Finance,5,5.9,0.0605,0.5737,16.0,92.0,5,0
7.52,Engineering,2,11.1,0.0383,0.3306,19.6,60.8,4,0
6.24,Operations,5,15.6,0.0373,0.8916,45.0,55.9,3,0
5.78,Engineering,2,8.7,0.0101,0.5735,36.1,53.2,4,0
4.88,Marketing,3,16.2,0.0585,0.4645,5.3,73.0,3,0
3.73,Marketing,1,5.2,0.0312,0.7054,19.0,4.6,1,0
2.32,Finance,2,17.7,0.0848,0.686,22.0,16.1,2,1
3.85,HR,2,8.8,0.1308,0.6407,34.9,27.1,4,1
6.72,Engineering,5,14.7,0.0347,0.6405,1.2,64.4,2,1
1.99,Sales,4,5.3,0.0967,0.7015,16.1,26.4,5,0
0.64,Operations,2,8.5,0.0656,0.7646,2.5,14.0,2,0
11.02,HR,4,29.4,0.0098,0.7086,14.8,9.7,3,1
9.1,Engineering,4,8.5,0.0618,0.5997,6.4,89.6,4,0
1.57,Marketing,2,15.5,0.0317,0.5861,52.9,67.6,5,1
1.75,Marketing,1,16.8,0.0882,0.6533,34.4,42.1,1,1
5.5,Engineering,1,12.4,0.007,0.1664,16.7,9.8,4,1
2.05,Engineering,1,14.0,0.0058,0.1711,3.9,63.6,3,1
2.12,Engineering,1,5.3,0.0175,0.6348,38.6,62.1,3,0
2.76,Engineering,5,4.0,0.0138,0.3955,6.7,0.7,2,1
0.95,Finance,1,3.2,0.0627,0.4528,27.7,32.1,1,0
2.91,Engineering,3,10.8,0.0555,0.947,6.1,76.6,5,0
0.86,Finance,2,8.3,0.029,0.2332,27.7,86.4,4,0
1.56,Sales,2,10.2,0.0624,0.6855,43.1,25.4,2,1
1.21,Operations,1,2.7,0.0105,0.2212,4.7,44.6,4,0
0.28,Marketing,2,4.5,0.1149,0.8029,12.9,77.3,3,0
7.35,HR,2,15.2,0.0792,0.7542,47.1,59.6,2,1
1.4,HR,2,9.3,0.071,0.556,4.4,35.3,3,1
1.29,Engineering,1,8.9,0.0353,0.7824,8.1,97.2,1,1
20.0,Engineering,3,6.7,0.0044,0.3908,43.7,51.0,3,0
3.17,Finance,1,4.2,0.0298,0.4393,42.6,62.6,2,0
0.19,Engineering,2,18.1,0.0299,0.8934,21.0,50.4,3,1
1.99,Finance,2,20.2,0.0566,0.4918,17.1,12.9,3,1
1.47,HR,1,8.5,0.0725,0.0655,14.6,54.6,1,1
2.3,Engineering,3,7.3,0.1029,0.355,60.0,28.0,4,1
0.74,Finance,1,21.2,0.0301,0.5273,1.4,2.4,4,1
0.67,Finance,4,4.6,0.0388,0.1369,1.5,16.2,4,0
0.34,Marketing,4,5.6,0.012,0.2918,53.5,92.6,5,0
4.53,Sales,2,14.7,0.0223,0.9291,9.2,80.1,3,0
0.1,Finance,1,5.5,0.0656,0.567,0.4,2.2,4,1
5.42,Operations,1,8.2,0.0037,0.91,1.9,61.0,4,0
0.62,Sales,4,0.9,0.1496,0.7042,38.1,58.9,3,1
5.08,Operations,2,20.5,0.0656,0.5536,2.9,47.1,4,0
4.51,Marketing,1,13.8,0.0412,0.2469,6.6,14.4,4,0
3.88,HR,2,17.2,0.0412,0.3832,9.9,93.6,3,1
0.14,Operations,1,3.6,0.0358,0.7188,60.0,52.0,4,0
1.54,Operations,2,23.5,0.0322,0.7269,17.4,73.3,2,1
3.74,Sales,2,7.6,0.0095,0.573,7.5,85.0,2,1
0.07,Operations,1,18.3,0.0425,0.6427,5.8,96.3,4,0
1.33,Engineering,3,10.6,0.0703,0.8346,9.9,10.9,5,0
1.81,Engineering,1,14.3,0.0165,0.4048,29.8,38.4,5,1
7.36,Engineering,2,11.2,0.0261,0.6167,25.5,52.5,4,0
0.94,HR,2,5.5,0.0432,0.8838,12.3,57.8,1,1
0.77,Operations,5,1.8,0.066,0.6904,10.4,91.0,4,0
11.97,Finance,2,19.2,0.0501,0.3041,18.8,48.1,5,1
1.6,Finance,4,0.4,0.0017,0.3775,54.4,76.6,5,1
1.61,Engineering,2,15.4,0.0145,0.5647,10.6,45.0,5,1
5.05,Finance,4,19.2,0.0386,0.6638,6.2,38.4,4,1
4.3,HR,1,2.3,0.0297,0.767,20.3,26.0,4,0
2.03,HR,3,5.8,0.0634,0.6399,2.5,30.4,3,1
3.38,Sales,1,2.0,0.0703,0.4404,0.1,63.6,4,0
1.42,Sales,5,4.8,0.0703,0.2413,1.2,5.5,3,1
4.18,Operations,5,17.1,0.031,0.3897,14.6,31.2,3,1
0.53,Finance,2,14.2,0.0467,0.2633,7.3,67.5,4,0
0.53,HR,2,12.9,0.0481,0.551,8.9,9.0,5,0
1.54,Engineering,2,5.8,0.0562,0.7108,1.9,54.0,2,0
0.06,Marketing,1,0.5,0.0403,0.7646,0.1,45.9,2,0
0.92,HR,3,2.6,0.0249,0.6924,21.7,6.5,2,1
2.6,HR,3,6.7,0.007,0.4035,4.4,7.6,4,0
1.49,Marketing,2,3.2,0.0124,0.648,27.9,60.1,5,0
0.52,Engineering,1,15.5,0.0075,0.5285,17.7,52.8,4,1
20.0,Finance,4,24.0,0.0716,0.863,4.4,72.1,3,0
6.86,Operations,1,10.5,0.1046,0.2669,4.0,62.4,4,1
1.05,HR,2,2.3,0.077,0.5056,23.0,49.2,1,0
6.44,Engineering,1,19.7,0.02,0.8318,10.3,43.2,3,0
9.01,Sales,1,8.9,0.0721,0.9153,7.1,31.8,4,0
4.87,Engineering,1,8.0,0.0594,0.8538,11.6,4.0,4,1
0.2,Finance,2,12.1,0.0584,0.6746,52.8,7.8,4,1
2.92,HR,2,2.7,0.0682,0.5006,53.0,57.8,5,0
2.58,Engineering,2,5.9,0.0329,0.3778,13.7,58.0,3,0
2.68,Marketing,3,7.6,0.0138,0.7275,11.0,4.5,1,0
0.42,Sales,3,9.8,0.0287,0.711,25.2,43.5,4,0
4.4,HR,1,10.6,0.049,0.81,20.4,94.9,5,0
7.47,Operations,1,12.1,0.0341,0.7163,0.8,18.8,5,0
0.3,Engineering,2,5.0,0.025,0.3379,24.4,76.8,5,0
1.11,Sales,3,1.4,0.0722,0.7847,17.8,50.8,4,1
0.04,Sales,2,6.7,0.0089,0.6272,17.7,77.8,5,0
6.09,Finance,1,7.4,0.0357,0.9708,3.7,27.2,4,0
16.84,Sales,3,1.3,0.0904,0.6428,0.2,98.4,3,0
0.07,Operations,1,4.7,0.0977,0.4737,38.0,36.0,4,1
8.0,Engineering,2,9.2,0.0437,0.8749,17.0,62.7,4,1
2.06,Operations,1,5.4,0.0207,0.4335,18.7,68.4,4,1
10.13,Finance,3,8.9,0.0299,0.664,49.4,66.1,3,0
13.16,Engineering,2,5.2,0.002,0.6265,6.0,53.0,5,0
5.67,Engineering,3,12.7,0.0115,0.7501,28.4,67.7,5,0
0.47,Engineering,1,3.5,0.058,0.9419,16.7,67.9,5,0
2.79,Sales,2,8.0,0.0685,0.5692,60.0,73.8,1,1
0.66,Sales,1,8.4,0.0234,0.3146,60.0,72.6,3,0
16.56,Finance,3,15.1,0.0374,0.3543,9.1,67.3,5,0
2.24,Sales,1,6.1,0.0458,0.6843,28.3,91.1,5,0
0.89,Marketing,1,23.8,0.0019,0.2193,60.0,89.8,3,1
1.25,Sales,3,23.2,0.0485,0.7414,7.5,4.3,4,0
11.81,Sales,1,3.7,0.0793,0.2848,1.1,98.1,1,0
0.4,Sales,1,7.9,0.0577,0.5091,23.9,79.4,5,0
4.59,Sales,3,2.5,0.1073,0.8795,23.9,59.3,3,0
7.74,Operations,3,11.4,0.0368,0.8246,47.8,60.8,3,1
1.82,Sales,4,5.3,0.0627,0.7289,15.8,38.9,2,0
3.82,Sales,1,8.8,0.0482,0.4645,15.9,43.0,1,0
2.85,Operations,2,6.5,0.0456,0.3845,13.5,37.9,5,0
2.14,Finance,3,41.6,0.018,0.3867,4.5,94.9,4,1
1.79,Sales,1,7.2,0.0361,0.4608,7.8,59.8,3,0
0.25,Operations,3,6.7,0.0899,0.3278,4.8,15.9,1,1
1.19,Sales,1,15.8,0.1031,0.7962,22.3,77.0,4,0
0.68,Engineering,4,17.4,0.0306,0.6354,23.9,69.4,5,0
2.12,HR,2,9.8,0.1166,0.6708,4.3,63.3,3,1
4.91,Marketing,2,17.7,0.0344,0.9061,51.1,26.4,4,1
0.96,Sales,2,37.1,0.0328,0.6326,4.5,61.9,5,1
1.16,Marketing,1,6.3,0.0288,0.848,17.7,81.6,3,0
1.37,Engineering,1,2.8,0.0165,0.4511,30.3,16.7,5,0
5.48,Marketing,3,10.8,0.1053,0.9882,30.9,54.7,3,1
6.98,Engineering,2,16.6,0.038,0.6179,18.2,20.9,1,0
0.52,HR,2,22.5,0.0191,0.5721,57.5,55.2,5,1
8.18,Finance,1,12.2,0.1101,0.82,29.5,64.2,5,1
5.38,Sales,3,8.2,0.0304,0.2856,20.2,81.1,1,1
0.34,Finance,2,4.2,0.0321,0.949,31.1,49.8,4,0
3.87,Marketing,1,19.3,0.0071,0.737,36.4,93.0,4,0
3.13,Finance,4,10.1,0.0966,0.3853,22.6,91.1,5,0
2.6,HR,2,1.5,0.0588,0.7335,2.6,81.7,4,0
0.28,Marketing,2,29.3,0.0741,0.6075,3.7,55.5,5,1
3.65,Marketing,5,3.0,0.0708,0.6292,2.0,18.9,4,0
2.72,Sales,2,16.8,0.0323,0.6297,47.9,65.1,3,1
1.1,Marketing,4,9.5,0.0272,0.7421,3.1,70.6,2,0
2.08,Operations,3,1.6,0.0356,0.5104,58.9,49.5,5,0
5.14,Marketing,2,7.5,0.0436,0.7309,48.7,96.7,5,0
0.16,Marketing,1,6.3,0.0593,0.1309,48.7,9.7,1,1
1.92,Marketing,1,2.0,0.0484,0.6126,19.7,85.4,4,0
6.44,Marketing,2,11.4,0.0465,0.8698,6.5,90.4,1,1
1.96,Sales,1,15.2,0.0183,0.2883,7.4,62.8,4,0
6.85,Marketing,1,7.9,0.0095,0.8227,7.5,88.8,2,0
0.63,Sales,2,6.1,0.057,0.888,7.7,21.2,5,0
5.16,HR,3,12.0,0.0868,0.5185,2.5,34.5,4,1
9.72,Operations,1,0.3,0.0628,0.6365,43.1,18.1,4,0
0.53,Sales,3,5.6,0.0408,0.7095,7.4,31.4,2,0
6.17,Operations,4,5.9,0.0525,0.3438,2.9,16.5,2,0
1.06,HR,3,8.1,0.1005,0.9103,5.3,16.4,4,0
0.43,Sales,3,1.9,0.0727,0.5589,30.7,3.1,2,1
0.36,Engineering,3,1.0,0.0273,0.8384,0.7,74.5,3,0
1.82,Finance,1,3.2,0.0298,0.8364,30.8,30.2,5,0
0.05,HR,2,11.3,0.0572,0.7047,10.4,61.1,3,1
0.98,Finance,4,5.9,0.0695,0.9049,2.7,69.4,3,0
1.83,Engineering,3,3.2,0.0601,0.8669,2.3,67.1,5,0
2.05,Sales,3,26.3,0.0595,0.676,7.9,93.1,4,1
0.81,Engineering,5,6.1,0.0585,0.6398,56.9,72.0,3,1
1.34,Sales,1,8.1,0.0221,0.7718,17.3,61.6,4,1
0.71,Operations,1,19.1,0.0951,0.6994,17.3,13.2,2,1
0.98,Engineering,2,9.1,0.0097,0.6392,9.2,2.1,2,1
4.19,Marketing,1,11.9,0.1245,0.7285,13.4,72.5,3,0
1.87,Engineering,2,4.0,0.0625,0.3866,19.5,86.7,3,1
4.78,Finance,3,8.5,0.0552,0.7928,12.3,59.9,5,0
0.97,Operations,2,24.1,0.0941,0.4932,17.9,99.1,5,0
0.1,HR,1,10.9,0.1334,0.7634,35.4,88.8,1,1
2.7,Sales,3,9.7,0.0296,0.6778,29.8,93.9,5,1
4.4,Finance,1,6.6,0.0384,0.6842,27.0,73.1,5,0
0.35,Sales,4,2.5,0.0916,0.75,0.6,96.4,2,0
3.96,Operations,1,17.7,0.0833,0.8694,60.0,60.0,3,1
0.43,Operations,4,7.6,0.0716,0.6008,13.2,46.9,3,1
1.26,Finance,2,4.5,0.0155,0.4564,1.6,4.6,2,1
2.85,Finance,2,2.2,0.0715,0.6329,10.9,92.2,3,0
0.35,Finance,2,10.1,0.008,0.5208,20.2,39.5,2,1
3.41,Marketing,1,2.9,0.0089,0.6775,15.5,9.7,4,1
2.66,HR,2,17.8,0.0662,0.5011,47.6,71.2,3,1
3.75,Operations,3,4.7,0.0468,0.8325,23.7,33.3,3,1
0.28,HR,3,8.6,0.0598,0.1599,23.6,54.4,3,1
1.02,Engineering,1,10.7,0.0573,0.279,43.9,99.6,4,0
5.76,Marketing,3,9.8,0.1462,0.5737,6.6,65.5,2,1
0.08,Finance,4,15.2,0.0329,0.4383,22.3,2.5,1,0
6.09,Operations,3,5.1,0.0474,0.6147,5.9,5.6,4,0
4.57,HR,2,8.2,0.0933,0.5453,10.4,58.0,3,1
0.34,HR,1,12.4,0.0094,0.4511,32.1,5.1,1,1
0.59,Finance,4,22.6,0.0358,0.5639,7.2,0.6,3,1
5.26,HR,2,14.5,0.0342,0.5842,4.1,32.1,5,0
2.31,Marketing,2,16.4,0.0282,0.5418,60.0,5.7,4,1
1.92,HR,3,6.3,0.0354,0.617,14.1,85.7,4,0
1.09,Marketing,1,10.9,0.028,0.7275,8.5,37.3,5,1
2.0,HR,3,20.4,0.0117,0.3701,1.6,48.0,4,0
1.55,Sales,1,7.9,0.0088,0.5888,22.1,75.9,3,0
1.85,Operations,3,10.9,0.0349,0.4893,26.5,33.1,5,0
6.22,Finance,5,1.7,0.1554,0.6924,42.8,32.3,3,1
0.12,Marketing,5,13.3,0.0292,0.6393,14.5,26.9,3,1
7.65,Finance,4,9.7,0.066,0.7142,22.6,97.6,3,0
1.18,HR,4,12.7,0.0504,0.794,22.2,21.0,3,1
1.16,Operations,1,6.4,0.0233,0.6708,2.6,68.4,4,0
3.96,HR,5,1.3,0.0939,0.8501,21.9,64.5,2,0
6.87,Operations,4,13.7,0.0502,0.7289,60.0,46.1,4,1
2.86,HR,2,4.5,0.0498,0.8531,29.2,76.2,4,0
0.97,Engineering,2,1.9,0.0618,0.5813,5.9,18.0,5,1
0.38,Engineering,1,9.2,0.0443,0.796,1.0,7.9,3,1
1.89,Operations,2,24.5,0.1296,0.8862,35.3,63.9,3,1
0.27,Finance,3,3.9,0.0507,0.3772,11.2,26.1,4,0
6.67,HR,2,4.6,0.0952,0.669,31.0,87.4,2,0
1.21,Marketing,2,14.2,0.0733,0.3594,2.2,57.1,3,0
4.52,Finance,2,6.9,0.1109,0.4508,35.3,18.4,1,1
5.73,Finance,1,13.7,0.0058,0.7993,4.5,28.5,1,1
3.0,Marketing,5,6.6,0.0555,0.4929,17.4,59.7,3,1
4.63,Sales,1,5.8,0.0323,0.8116,5.1,93.2,5,0
2.92,Engineering,1,4.1,0.0018,0.7089,1.4,38.2,3,0
1.49,Marketing,1,10.3,0.0119,0.4463,8.3,6.0,4,1
4.41,Engineering,4,4.1,0.0144,0.7417,26.5,69.0,3,0
4.09,Marketing,4,5.5,0.0149,0.8834,17.3,55.6,3,0
0.53,Engineering,1,17.6,0.0525,0.6019,4.5,75.4,4,0
4.96,Sales,1,31.7,0.025,0.5835,32.6,50.2,5,1
1.57,Marketing,2,11.3,0.0606,0.6122,22.3,39.9,4,0
9.39,Finance,1,18.1,0.0431,0.8055,4.3,43.0,5,0
6.47,Marketing,3,6.0,0.0327,0.9633,3.4,81.2,3,0
2.53,Finance,1,6.7,0.0465,0.7094,28.7,39.0,3,0
3.28,Engineering,2,9.5,0.0591,0.8415,2.2,46.4,1,0
0.5,Operations,2,4.5,0.0267,0.673,0.5,25.0,4,1
2.36,Sales,2,5.7,0.0643,0.6725,11.1,1.4,4,1
2.05,Engineering,2,13.4,0.0431,0.4034,1.8,21.2,4,1
1.61,Operations,1,8.3,0.0513,0.8654,39.9,80.7,5,0
2.15,Sales,1,7.3,0.0429,0.7124,60.0,91.5,2,1
14.51,Finance,1,7.0,0.0437,0.9319,0.4,74.2,4,0
0.53,HR,1,3.3,0.0626,0.6503,2.0,43.7,3,0
0.32,Marketing,5,9.2,0.0341,0.8246,2.5,68.0,3,0
2.1,Engineering,1,4.5,0.0277,0.495,27.7,12.4,3,0
1.4,Engineering,1,1.7,0.0438,0.465,8.5,9.2,4,1
3.63,HR,1,2.8,0.0715,0.4509,18.5,18.8,5,0
0.98,HR,3,7.1,0.0138,0.3638,51.7,60.4,4,1
6.78,Marketing,4,12.6,0.0829,0.602,30.0,42.0,4,1
5.75,Finance,3,15.0,0.0597,0.2389,6.5,18.3,5,0
0.73,Engineering,2,2.2,0.0168,0.7286,12.7,54.6,4,0
0.47,Operations,3,11.7,0.0117,0.8463,51.1,91.2,2,0
3.96,HR,2,25.5,0.0367,0.6797,8.0,55.1,4,1
0.12,Operations,4,15.6,0.0527,0.6857,5.3,51.8,2,0
1.07,Operations,3,9.0,0.0446,0.4759,42.3,35.5,2,1
7.03,Engineering,1,9.5,0.0163,0.7837,6.6,1.2,5,0
0.48,Finance,2,8.8,0.0565,0.3501,57.3,24.6,2,1
3.01,HR,1,5.4,0.0672,0.4454,5.9,33.0,5,0
2.18,HR,1,16.1,0.0066,0.7658,3.4,45.4,4,0
11.64,Sales,3,3.5,0.0306,0.2532,1.0,92.2,4,0
1.6,Finance,1,9.3,0.0353,0.445,0.7,30.1,4,0
5.94,HR,3,1.6,0.0204,0.0541,19.4,31.3,4,0
8.26,Sales,5,17.1,0.0426,0.6472,24.3,32.1,5,0
0.57,Sales,2,9.0,0.1181,0.757,2.0,21.4,4,0
2.27,Engineering,2,2.1,0.1154,0.8684,7.0,43.3,3,1
2.61,Operations,2,21.1,0.0705,0.3688,45.7,74.8,5,1
2.25,Marketing,3,7.6,0.0436,0.6427,20.5,73.5,3,0
6.11,HR,1,2.6,0.0856,0.5564,13.7,0.4,2,1
0.18,HR,1,27.1,0.0545,0.5555,9.0,76.8,5,1
0.94,Engineering,2,6.6,0.042,0.6927,10.0,39.3,3,1
0.74,Sales,4,4.1,0.0052,0.3785,5.4,2.0,2,1
0.31,Operations,1,9.7,0.0599,0.6873,13.4,99.1,4,0
0.91,Engineering,2,2.9,0.019,0.216,10.6,87.4,5,0
1.33,Engineering,5,5.4,0.0868,0.9352,3.9,35.8,5,0
1.37,Operations,1,19.5,0.0224,0.5017,1.9,68.2,3,0
0.11,Finance,1,6.7,0.0306,0.4912,12.7,63.8,4,0
2.55,Engineering,2,11.2,0.0139,0.9126,2.9,98.5,3,0
0.61,HR,1,20.1,0.0158,0.5391,60.0,18.2,4,1
1.85,Marketing,1,6.6,0.0422,0.4756,5.4,21.3,2,1
2.29,HR,2,4.0,0.0925,0.7833,5.2,67.0,3,0
3.17,HR,3,12.8,0.0082,0.7769,4.5,7.5,5,1
1.67,Finance,2,2.5,0.0435,0.7957,14.3,82.1,3,0
0.3,Finance,2,3.6,0.0522,0.6467,42.3,21.4,4,1
0.04,Operations,2,2.0,0.0301,0.6099,41.6,76.7,3,0
1.75,Sales,2,19.1,0.0683,0.5467,17.0,15.4,1,1
5.55,Sales,3,8.5,0.0624,0.5538,44.1,74.0,4,0
12.25,Engineering,3,13.1,0.0224,0.7227,48.3,8.0,3,1
4.59,Finance,3,3.8,0.0107,0.7824,6.6,10.4,3,0
1.55,Finance,4,10.9,0.0349,0.2236,24.7,4.9,2,1
9.36,HR,3,11.2,0.0961,0.4599,0.8,66.0,3,1
8.39,Marketing,1,27.0,0.0089,0.7802,26.6,16.6,5,0
5.09,HR,5,12.3,0.0193,0.8331,12.6,36.3,3,0
8.63,Sales,4,15.0,0.0389,0.7925,20.7,88.9,4,0
4.81,Finance,1,9.1,0.0438,0.6985,16.3,31.7,1,1
2.61,HR,1,0.4,0.0133,0.5154,10.8,16.4,4,0
5.42,HR,2,10.2,0.0724,0.7861,6.7,67.0,4,1
3.48,HR,2,7.1,0.0197,0.5855,13.9,15.9,3,0
